,Id,Zoomed_Image_Data
5223,LIDC-IDRI-0880-7,"[[0.21960784 0.23529412 0.26666667 ... 0.63529412 0.59607843 0.65098039]
 [0.28627451 0.28627451 0.28235294 ... 0.61176471 0.59607843 0.75294118]
 [0.2627451  0.19607843 0.16862745 ... 0.60392157 0.6627451  0.74509804]
 ...
 [0.88627451 0.9372549  0.97254902 ... 0.38039216 0.38039216 0.31764706]
 [0.8745098  0.88235294 0.89019608 ... 0.41176471 0.39215686 0.37647059]
 [0.73333333 0.68235294 0.69803922 ... 0.43921569 0.41176471 0.4       ]]"
5224,LIDC-IDRI-0879-1,"[[0.04705882 0.04705882 0.03137255 ... 0.03921569 0.03137255 0.04313725]
 [0.03921569 0.02745098 0.01568627 ... 0.02745098 0.03137255 0.03137255]
 [0.04313725 0.01568627 0.00392157 ... 0.02352941 0.01960784 0.02352941]
 ...
 [0.32941176 0.32941176 0.3372549  ... 0.02745098 0.02352941 0.03137255]
 [0.3254902  0.3254902  0.32941176 ... 0.01176471 0.01176471 0.01960784]
 [0.3254902  0.33333333 0.3372549  ... 0.02352941 0.01568627 0.01176471]]"
5225,LIDC-IDRI-0879-2,"[[0.03529412 0.03921569 0.05098039 ... 0.05490196 0.0745098  0.06666667]
 [0.05490196 0.05490196 0.0627451  ... 0.04705882 0.05490196 0.0745098 ]
 [0.05490196 0.05882353 0.05882353 ... 0.04313725 0.03529412 0.05098039]
 ...
 [0.43921569 0.45098039 0.45098039 ... 0.46666667 0.49019608 0.48627451]
 [0.39607843 0.40784314 0.44313725 ... 0.45098039 0.45098039 0.43921569]
 [0.4        0.43137255 0.43529412 ... 0.4745098  0.44313725 0.42352941]]"
5226,LIDC-IDRI-0879-3,"[[0.24705882 0.18823529 0.20392157 ... 0.0745098  0.07843137 0.0745098 ]
 [0.24313725 0.21960784 0.22745098 ... 0.07058824 0.09019608 0.08235294]
 [0.24313725 0.2        0.22745098 ... 0.08235294 0.11372549 0.09411765]
 ...
 [0.44313725 0.45490196 0.4627451  ... 0.41960784 0.44313725 0.44313725]
 [0.43529412 0.44313725 0.4627451  ... 0.45098039 0.4627451  0.44313725]
 [0.4627451  0.45490196 0.4627451  ... 0.48235294 0.49019608 0.4745098 ]]"
5227,LIDC-IDRI-0879-4,"[[0.04705882 0.03137255 0.01176471 ... 0.03137255 0.04313725 0.05490196]
 [0.02745098 0.01568627 0.01176471 ... 0.03137255 0.03137255 0.03137255]
 [0.01568627 0.00392157 0.01176471 ... 0.01960784 0.02352941 0.02352941]
 ...
 [0.32941176 0.3372549  0.30980392 ... 0.02352941 0.03137255 0.03921569]
 [0.3254902  0.32941176 0.31764706 ... 0.01176471 0.01960784 0.03529412]
 [0.33333333 0.3372549  0.36862745 ... 0.01568627 0.01176471 0.04705882]]"
5228,LIDC-IDRI-0879-5,"[[0.03921569 0.05098039 0.05098039 ... 0.0745098  0.06666667 0.05098039]
 [0.05490196 0.0627451  0.0627451  ... 0.05490196 0.0745098  0.08235294]
 [0.05882353 0.05882353 0.10588235 ... 0.03529412 0.05098039 0.11764706]
 ...
 [0.45098039 0.45098039 0.43921569 ... 0.49019608 0.48627451 0.46666667]
 [0.40784314 0.44313725 0.47058824 ... 0.45098039 0.43921569 0.43529412]
 [0.43137255 0.43529412 0.42352941 ... 0.44313725 0.42352941 0.43137255]]"
5229,LIDC-IDRI-0879-6,"[[0.05098039 0.06666667 0.03137255 ... 0.07843137 0.09019608 0.06666667]
 [0.04313725 0.05490196 0.06666667 ... 0.05490196 0.07843137 0.0627451 ]
 [0.05098039 0.03529412 0.02745098 ... 0.03921569 0.09019608 0.10196078]
 ...
 [0.58823529 0.57647059 0.56470588 ... 0.65098039 0.62745098 0.60784314]
 [0.54509804 0.57647059 0.57647059 ... 0.58823529 0.59215686 0.6       ]
 [0.55686275 0.54509804 0.56078431 ... 0.55294118 0.55294118 0.57647059]]"
5230,LIDC-IDRI-0879-7,"[[0.11372549 0.11764706 0.08235294 ... 0.28627451 0.41176471 0.49411765]
 [0.08627451 0.07843137 0.05882353 ... 0.25098039 0.36470588 0.44313725]
 [0.06666667 0.0627451  0.0745098  ... 0.16470588 0.24705882 0.35686275]
 ...
 [0.5372549  0.55686275 0.54117647 ... 0.57647059 0.54901961 0.5372549 ]
 [0.5254902  0.52156863 0.53333333 ... 0.53333333 0.5372549  0.56078431]
 [0.55294118 0.55294118 0.55294118 ... 0.58431373 0.57647059 0.58431373]]"
5231,LIDC-IDRI-0879-8,"[[0.10196078 0.14117647 0.1372549  ... 0.05098039 0.03921569 0.05098039]
 [0.10980392 0.1254902  0.0627451  ... 0.07058824 0.0627451  0.07058824]
 [0.07843137 0.07058824 0.04313725 ... 0.08235294 0.07843137 0.1254902 ]
 ...
 [0.52941176 0.5254902  0.50588235 ... 0.58823529 0.58823529 0.60784314]
 [0.5372549  0.55686275 0.56470588 ... 0.57647059 0.59215686 0.59607843]
 [0.59215686 0.57647059 0.60392157 ... 0.52941176 0.57254902 0.58431373]]"
5232,LIDC-IDRI-0879-9,"[[0.21960784 0.22745098 0.18823529 ... 0.09019608 0.08235294 0.08235294]
 [0.2        0.22745098 0.25490196 ... 0.11372549 0.09411765 0.07843137]
 [0.18431373 0.20392157 0.23529412 ... 0.10588235 0.11372549 0.08235294]
 ...
 [0.44313725 0.4627451  0.43921569 ... 0.4627451  0.44313725 0.4627451 ]
 [0.45490196 0.4627451  0.4627451  ... 0.49019608 0.4745098  0.48627451]
 [0.4627451  0.50588235 0.49803922 ... 0.52156863 0.50588235 0.48235294]]"
5233,LIDC-IDRI-0879-10,"[[0.03137255 0.04313725 0.02352941 ... 0.50588235 0.51372549 0.48235294]
 [0.04705882 0.04313725 0.01568627 ... 0.50196078 0.5254902  0.50588235]
 [0.04705882 0.04705882 0.03137255 ... 0.49803922 0.50196078 0.50980392]
 ...
 [0.05490196 0.0627451  0.05098039 ... 0.56862745 0.57647059 0.57647059]
 [0.03921569 0.03921569 0.05098039 ... 0.60392157 0.56862745 0.56862745]
 [0.05098039 0.04705882 0.04705882 ... 0.57647059 0.53333333 0.54901961]]"
5234,LIDC-IDRI-0879-11,"[[0.04313725 0.03921569 0.02352941 ... 0.03529412 0.05098039 0.05098039]
 [0.04705882 0.03137255 0.01176471 ... 0.03137255 0.04313725 0.05490196]
 [0.02745098 0.01568627 0.01176471 ... 0.03137255 0.03137255 0.03137255]
 ...
 [0.33333333 0.33333333 0.31372549 ... 0.03529412 0.03921569 0.03921569]
 [0.32941176 0.3372549  0.30980392 ... 0.02352941 0.03137255 0.03921569]
 [0.3254902  0.32941176 0.31764706 ... 0.01176471 0.01960784 0.03529412]]"
5235,LIDC-IDRI-0879-12,"[[0.         0.         0.         ... 0.34509804 0.33333333 0.34509804]
 [0.00392157 0.         0.         ... 0.35686275 0.34117647 0.3372549 ]
 [0.00392157 0.00784314 0.01176471 ... 0.34509804 0.34117647 0.3254902 ]
 ...
 [0.39607843 0.38039216 0.39215686 ... 0.05098039 0.03921569 0.04705882]
 [0.38039216 0.36862745 0.39607843 ... 0.05098039 0.04313725 0.07843137]
 [0.38823529 0.38823529 0.39607843 ... 0.04705882 0.04313725 0.09411765]]"
5236,LIDC-IDRI-0879-13,"[[0.21960784 0.22745098 0.18823529 ... 0.09019608 0.08235294 0.08235294]
 [0.2        0.22745098 0.25490196 ... 0.11372549 0.09411765 0.07843137]
 [0.18431373 0.20392157 0.23529412 ... 0.10588235 0.11372549 0.08235294]
 ...
 [0.44313725 0.4627451  0.43921569 ... 0.4627451  0.44313725 0.4627451 ]
 [0.45490196 0.4627451  0.4627451  ... 0.49019608 0.4745098  0.48627451]
 [0.4627451  0.50588235 0.49803922 ... 0.52156863 0.50588235 0.48235294]]"
5237,LIDC-IDRI-0879-14,"[[0.04705882 0.04313725 0.01568627 ... 0.50196078 0.5254902  0.50588235]
 [0.04705882 0.04705882 0.03137255 ... 0.49803922 0.50196078 0.50980392]
 [0.13333333 0.05098039 0.01568627 ... 0.49803922 0.50980392 0.51372549]
 ...
 [0.03921569 0.03921569 0.05098039 ... 0.60392157 0.56862745 0.56862745]
 [0.05098039 0.04705882 0.04705882 ... 0.57647059 0.53333333 0.54901961]
 [0.03137255 0.03921569 0.03137255 ... 0.58431373 0.55686275 0.57254902]]"
5238,LIDC-IDRI-0879-15,"[[0.03137255 0.01176471 0.         ... 0.04313725 0.05490196 0.03921569]
 [0.01568627 0.01176471 0.00784314 ... 0.03137255 0.03137255 0.02352941]
 [0.00392157 0.01176471 0.02745098 ... 0.02352941 0.02352941 0.02352941]
 ...
 [0.3372549  0.30980392 0.3254902  ... 0.03137255 0.03921569 0.03529412]
 [0.32941176 0.31764706 0.39215686 ... 0.01960784 0.03529412 0.04313725]
 [0.3372549  0.36862745 0.48235294 ... 0.01176471 0.04705882 0.0745098 ]]"
5239,LIDC-IDRI-0879-16,"[[0.24313725 0.23529412 0.2627451  ... 0.09411765 0.07058824 0.09411765]
 [0.28627451 0.2627451  0.23529412 ... 0.09803922 0.07843137 0.07843137]
 [0.26666667 0.30588235 0.25098039 ... 0.09019608 0.11372549 0.09019608]
 ...
 [0.49411765 0.50196078 0.50196078 ... 0.48235294 0.4745098  0.50196078]
 [0.49803922 0.50980392 0.50588235 ... 0.50588235 0.50980392 0.50980392]
 [0.4745098  0.51372549 0.51372549 ... 0.51372549 0.54117647 0.52156863]]"
5240,LIDC-IDRI-0875-1,"[[0.0745098  0.02745098 0.03921569 ... 0.05098039 0.04313725 0.0745098 ]
 [0.04313725 0.         0.01568627 ... 0.01960784 0.01176471 0.03137255]
 [0.03529412 0.05490196 0.02352941 ... 0.03137255 0.0627451  0.09019608]
 ...
 [0.76470588 0.74901961 0.69803922 ... 0.08627451 0.07058824 0.05490196]
 [0.85098039 0.84313725 0.78431373 ... 0.09803922 0.10588235 0.0745098 ]
 [0.94509804 1.         1.         ... 0.03529412 0.03921569 0.02352941]]"
5241,LIDC-IDRI-0875-2,"[[0.6        0.57647059 0.59215686 ... 0.09411765 0.09019608 0.0745098 ]
 [0.59215686 0.65098039 0.60784314 ... 0.08627451 0.0745098  0.08627451]
 [0.61960784 0.67058824 0.66666667 ... 0.2        0.11372549 0.04705882]
 ...
 [0.45098039 0.4627451  0.52941176 ... 0.4        0.45490196 0.50588235]
 [0.4745098  0.48627451 0.51372549 ... 0.43921569 0.4627451  0.4627451 ]
 [0.50980392 0.50588235 0.4745098  ... 0.50588235 0.49803922 0.48235294]]"
5242,LIDC-IDRI-0875-3,"[[0.34117647 0.09411765 0.05098039 ... 0.04313725 0.03529412 0.05098039]
 [0.21568627 0.04705882 0.01960784 ... 0.05098039 0.03137255 0.04313725]
 [0.11372549 0.05490196 0.01960784 ... 0.02745098 0.04705882 0.07058824]
 ...
 [0.94117647 0.9372549  0.98431373 ... 0.0627451  0.04705882 0.04705882]
 [0.87843137 0.84313725 0.8627451  ... 0.0627451  0.03529412 0.03137255]
 [0.81960784 0.75294118 0.74901961 ... 0.03529412 0.04313725 0.07843137]]"
5243,LIDC-IDRI-0875-4,"[[0.80784314 0.77647059 0.72156863 ... 0.10980392 0.03137255 0.03529412]
 [0.75686275 0.71372549 0.6745098  ... 0.09019608 0.0627451  0.09803922]
 [0.75686275 0.70196078 0.62745098 ... 0.18431373 0.03137255 0.03529412]
 ...
 [0.71372549 0.70196078 0.68235294 ... 0.01960784 0.03921569 0.04705882]
 [0.69019608 0.69803922 0.74509804 ... 0.10196078 0.09803922 0.10588235]
 [0.76470588 0.72941176 0.76078431 ... 0.1254902  0.05882353 0.09019608]]"
5244,LIDC-IDRI-0875-5,"[[0.19607843 0.08627451 0.02745098 ... 0.05490196 0.04705882 0.04705882]
 [0.09411765 0.05098039 0.01960784 ... 0.03529412 0.05098039 0.04705882]
 [0.04705882 0.01960784 0.01568627 ... 0.03137255 0.04313725 0.04313725]
 ...
 [0.96078431 0.85490196 0.6745098  ... 0.05882353 0.05490196 0.06666667]
 [0.9372549  0.98431373 0.96470588 ... 0.04705882 0.04705882 0.05882353]
 [0.84313725 0.8627451  1.         ... 0.03529412 0.03137255 0.03921569]]"
5245,LIDC-IDRI-0874-1,"[[0.07058824 0.11372549 0.09803922 ... 0.05098039 0.0627451  0.05882353]
 [0.0627451  0.10980392 0.11764706 ... 0.05490196 0.0745098  0.07843137]
 [0.05882353 0.10980392 0.14117647 ... 0.0627451  0.0745098  0.09019608]
 ...
 [0.05098039 0.05098039 0.05098039 ... 0.48627451 0.4745098  0.46666667]
 [0.05490196 0.05882353 0.05882353 ... 0.45882353 0.45490196 0.45098039]
 [0.07843137 0.07843137 0.07058824 ... 0.45490196 0.45098039 0.43921569]]"
5246,LIDC-IDRI-0874-2,"[[0.03921569 0.05490196 0.07058824 ... 0.04313725 0.05098039 0.05882353]
 [0.02745098 0.04313725 0.05882353 ... 0.03529412 0.03921569 0.04705882]
 [0.03137255 0.04313725 0.05098039 ... 0.04313725 0.03529412 0.03921569]
 ...
 [0.05098039 0.05490196 0.05098039 ... 0.45098039 0.44313725 0.44313725]
 [0.04705882 0.03921569 0.04313725 ... 0.4627451  0.4627451  0.45882353]
 [0.07058824 0.05882353 0.05098039 ... 0.44313725 0.45490196 0.46666667]]"
5247,LIDC-IDRI-0874-3,"[[0.44313725 0.44313725 0.45098039 ... 0.04705882 0.04705882 0.05098039]
 [0.45490196 0.45490196 0.44313725 ... 0.04705882 0.03921569 0.04705882]
 [0.44313725 0.45882353 0.43921569 ... 0.03529412 0.02745098 0.03529412]
 ...
 [0.49019608 0.48627451 0.4627451  ... 0.04705882 0.04313725 0.04313725]
 [0.4745098  0.48627451 0.47058824 ... 0.05490196 0.05098039 0.04705882]
 [0.47058824 0.49019608 0.4745098  ... 0.04705882 0.04313725 0.03921569]]"
5248,LIDC-IDRI-0874-4,"[[0.4        0.4        0.4        ... 0.36470588 0.35686275 0.35686275]
 [0.41176471 0.41176471 0.41176471 ... 0.35686275 0.34901961 0.34901961]
 [0.40392157 0.40784314 0.41176471 ... 0.34509804 0.34509804 0.34901961]
 ...
 [0.04313725 0.05490196 0.05882353 ... 0.34901961 0.33333333 0.23529412]
 [0.02745098 0.03529412 0.04313725 ... 0.35686275 0.34509804 0.27058824]
 [0.04313725 0.03529412 0.03529412 ... 0.34509804 0.34117647 0.3254902 ]]"
5249,LIDC-IDRI-0874-5,"[[0.03529412 0.08627451 0.1254902  ... 0.05098039 0.05490196 0.05490196]
 [0.03137255 0.07058824 0.11372549 ... 0.04705882 0.05882353 0.06666667]
 [0.03529412 0.05882353 0.08627451 ... 0.04705882 0.05490196 0.0627451 ]
 ...
 [0.0627451  0.04705882 0.04705882 ... 0.47058824 0.4745098  0.47058824]
 [0.05490196 0.05490196 0.05882353 ... 0.45882353 0.45882353 0.45098039]
 [0.06666667 0.07843137 0.07843137 ... 0.44313725 0.42745098 0.41960784]]"
5250,LIDC-IDRI-0874-6,"[[0.04313725 0.07058824 0.11372549 ... 0.03529412 0.05098039 0.0627451 ]
 [0.05098039 0.0627451  0.10980392 ... 0.03921569 0.05490196 0.0745098 ]
 [0.05098039 0.05882353 0.10980392 ... 0.06666667 0.0627451  0.0745098 ]
 ...
 [0.05098039 0.05098039 0.05098039 ... 0.47058824 0.48627451 0.4745098 ]
 [0.05490196 0.05490196 0.05882353 ... 0.45882353 0.45882353 0.45490196]
 [0.07058824 0.07843137 0.07843137 ... 0.46666667 0.45490196 0.45098039]]"
5251,LIDC-IDRI-0874-7,"[[0.0627451  0.06666667 0.0627451  ... 0.08627451 0.10588235 0.10588235]
 [0.05882353 0.0627451  0.07058824 ... 0.06666667 0.08235294 0.07843137]
 [0.05490196 0.06666667 0.07843137 ... 0.03529412 0.05490196 0.06666667]
 ...
 [0.06666667 0.0627451  0.08627451 ... 0.05098039 0.11372549 0.40392157]
 [0.0627451  0.06666667 0.09411765 ... 0.0627451  0.05490196 0.15686275]
 [0.10196078 0.09411765 0.09411765 ... 0.05882353 0.03529412 0.07058824]]"
5252,LIDC-IDRI-0874-8,"[[0.44313725 0.46666667 0.45882353 ... 0.03137255 0.03921569 0.04705882]
 [0.43137255 0.47058824 0.4627451  ... 0.04705882 0.03529412 0.03921569]
 [0.41176471 0.45882353 0.46666667 ... 0.05490196 0.03137255 0.02745098]
 ...
 [0.4745098  0.49019608 0.48627451 ... 0.03137255 0.03529412 0.03921569]
 [0.48235294 0.48235294 0.4745098  ... 0.04313725 0.05098039 0.04313725]
 [0.4745098  0.4745098  0.48235294 ... 0.04313725 0.04705882 0.04705882]]"
5253,LIDC-IDRI-0874-9,"[[0.44313725 0.45098039 0.45098039 ... 0.42352941 0.41176471 0.41176471]
 [0.4745098  0.4745098  0.47058824 ... 0.41176471 0.40784314 0.40784314]
 [0.4627451  0.45882353 0.45098039 ... 0.38039216 0.39215686 0.40392157]
 ...
 [0.04313725 0.05098039 0.05490196 ... 0.38039216 0.34901961 0.25490196]
 [0.02352941 0.02745098 0.04313725 ... 0.4        0.38039216 0.29803922]
 [0.03921569 0.03529412 0.03921569 ... 0.38823529 0.38039216 0.35686275]]"
5254,LIDC-IDRI-0873-1,"[[0.06666667 0.12156863 0.14117647 ... 0.21176471 0.15686275 0.16470588]
 [0.14117647 0.10588235 0.1254902  ... 0.2        0.18823529 0.15686275]
 [0.09803922 0.06666667 0.08235294 ... 0.25490196 0.12156863 0.18823529]
 ...
 [0.70196078 0.46666667 0.14117647 ... 0.07058824 0.18039216 0.13333333]
 [0.82745098 0.69411765 0.28627451 ... 0.18431373 0.13333333 0.12156863]
 [1.         0.81568627 0.63921569 ... 0.12156863 0.08627451 0.17254902]]"
5255,LIDC-IDRI-0872-1,"[[0.61176471 0.61568627 0.58823529 ... 0.05882353 0.07058824 0.0745098 ]
 [0.61568627 0.6        0.58823529 ... 0.06666667 0.05882353 0.0627451 ]
 [0.62745098 0.61960784 0.58823529 ... 0.07058824 0.0745098  0.0627451 ]
 ...
 [0.58431373 0.60784314 0.61568627 ... 0.34509804 0.31372549 0.29411765]
 [0.60392157 0.63137255 0.62745098 ... 0.49019608 0.4627451  0.43921569]
 [0.61176471 0.62352941 0.60784314 ... 0.5372549  0.51372549 0.51372549]]"
5256,LIDC-IDRI-0872-2,"[[0.1254902  0.14901961 0.16862745 ... 0.5372549  0.52941176 0.53333333]
 [0.1372549  0.14901961 0.18039216 ... 0.54117647 0.52941176 0.5254902 ]
 [0.14901961 0.16470588 0.18431373 ... 0.51372549 0.51372549 0.5254902 ]
 ...
 [0.24313725 0.29803922 0.37647059 ... 0.48235294 0.49019608 0.49019608]
 [0.16470588 0.18823529 0.25490196 ... 0.49411765 0.49803922 0.48627451]
 [0.09411765 0.09803922 0.15294118 ... 0.48627451 0.49411765 0.49411765]]"
5257,LIDC-IDRI-0872-3,"[[0.61176471 0.61568627 0.58823529 ... 0.05882353 0.07058824 0.0745098 ]
 [0.61568627 0.6        0.58823529 ... 0.06666667 0.05882353 0.0627451 ]
 [0.62745098 0.61960784 0.58823529 ... 0.07058824 0.0745098  0.0627451 ]
 ...
 [0.58431373 0.60784314 0.61568627 ... 0.34509804 0.31372549 0.29411765]
 [0.60392157 0.63137255 0.62745098 ... 0.49019608 0.4627451  0.43921569]
 [0.61176471 0.62352941 0.60784314 ... 0.5372549  0.51372549 0.51372549]]"
5258,LIDC-IDRI-0872-4,"[[0.1254902  0.14901961 0.16862745 ... 0.5372549  0.52941176 0.53333333]
 [0.1372549  0.14901961 0.18039216 ... 0.54117647 0.52941176 0.5254902 ]
 [0.14901961 0.16470588 0.18431373 ... 0.51372549 0.51372549 0.5254902 ]
 ...
 [0.24313725 0.29803922 0.37647059 ... 0.48235294 0.49019608 0.49019608]
 [0.16470588 0.18823529 0.25490196 ... 0.49411765 0.49803922 0.48627451]
 [0.09411765 0.09803922 0.15294118 ... 0.48627451 0.49411765 0.49411765]]"
5259,LIDC-IDRI-0871-1,"[[0.03529412 0.02745098 0.         ... 0.42352941 0.37254902 0.41176471]
 [0.         0.         0.01960784 ... 0.43137255 0.40392157 0.39607843]
 [0.07058824 0.0627451  0.00784314 ... 0.43137255 0.38823529 0.36470588]
 ...
 [0.05882353 0.02745098 0.03529412 ... 0.44313725 0.36862745 0.43921569]
 [0.09411765 0.08235294 0.07843137 ... 0.43137255 0.41176471 0.44313725]
 [0.08235294 0.08235294 0.00784314 ... 0.38823529 0.43137255 0.40392157]]"
5260,LIDC-IDRI-0871-2,"[[0.02745098 0.03921569 0.04705882 ... 0.57647059 0.63137255 0.59215686]
 [0.         0.         0.03529412 ... 0.61960784 0.6745098  0.65882353]
 [0.03921569 0.02745098 0.03529412 ... 0.67058824 0.65490196 0.70196078]
 ...
 [0.45490196 0.45098039 0.44313725 ... 0.49411765 0.40784314 0.44313725]
 [0.40784314 0.41960784 0.44313725 ... 0.44313725 0.45098039 0.47058824]
 [0.4745098  0.40392157 0.44313725 ... 0.38823529 0.39607843 0.39215686]]"
5261,LIDC-IDRI-0871-3,"[[0.0745098  0.05490196 0.03137255 ... 0.03529412 0.02745098 0.04313725]
 [0.08627451 0.05882353 0.09803922 ... 0.09803922 0.08235294 0.05490196]
 [0.01568627 0.02352941 0.05882353 ... 0.         0.03921569 0.03137255]
 ...
 [0.4745098  0.4627451  0.44313725 ... 0.44313725 0.46666667 0.43137255]
 [0.40784314 0.44313725 0.39607843 ... 0.50588235 0.44313725 0.45098039]
 [0.4        0.44313725 0.51372549 ... 0.51372549 0.51372549 0.48235294]]"
5262,LIDC-IDRI-0871-4,"[[0.11372549 0.07058824 0.06666667 ... 0.08627451 0.09803922 0.06666667]
 [0.08627451 0.07843137 0.10588235 ... 0.0627451  0.07843137 0.03137255]
 [0.0745098  0.0627451  0.05882353 ... 0.08627451 0.07058824 0.05098039]
 ...
 [0.51372549 0.41176471 0.4        ... 0.5254902  0.51372549 0.49411765]
 [0.41960784 0.43529412 0.51372549 ... 0.51372549 0.53333333 0.54901961]
 [0.56862745 0.51372549 0.43529412 ... 0.73333333 0.76470588 0.71764706]]"
5263,LIDC-IDRI-0871-5,"[[0.11372549 0.08235294 0.07058824 ... 0.56862745 0.58823529 0.48627451]
 [0.05490196 0.13333333 0.09803922 ... 0.61176471 0.54901961 0.56862745]
 [0.10980392 0.05882353 0.10588235 ... 0.54901961 0.53333333 0.59215686]
 ...
 [0.09411765 0.21960784 0.14117647 ... 0.09411765 0.08235294 0.04313725]
 [0.06666667 0.07843137 0.15686275 ... 0.05490196 0.05882353 0.10196078]
 [0.         0.01960784 0.04705882 ... 0.07843137 0.07058824 0.06666667]]"
5264,LIDC-IDRI-0871-6,"[[0.10588235 0.14117647 0.12156863 ... 0.41960784 0.44313725 0.43529412]
 [0.04705882 0.06666667 0.04705882 ... 0.40784314 0.44313725 0.41176471]
 [0.05882353 0.04313725 0.07058824 ... 0.38039216 0.43921569 0.44313725]
 ...
 [0.05098039 0.05882353 0.04313725 ... 0.45098039 0.44313725 0.40784314]
 [0.         0.01568627 0.04313725 ... 0.4        0.47058824 0.4       ]
 [0.04705882 0.06666667 0.05098039 ... 0.45098039 0.48235294 0.43529412]]"
5265,LIDC-IDRI-0871-7,"[[0.07058824 0.01568627 0.         ... 0.40784314 0.4627451  0.53333333]
 [0.05882353 0.11764706 0.10980392 ... 0.48627451 0.45098039 0.50980392]
 [0.08627451 0.07058824 0.05490196 ... 0.51372549 0.5372549  0.50588235]
 ...
 [0.10588235 0.1254902  0.09019608 ... 0.08627451 0.10196078 0.1254902 ]
 [0.10588235 0.03921569 0.02352941 ... 0.08235294 0.11372549 0.08627451]
 [0.09803922 0.06666667 0.08235294 ... 0.05882353 0.10588235 0.05098039]]"
5266,LIDC-IDRI-0871-8,"[[0.02745098 0.03921569 0.04705882 ... 0.57647059 0.63137255 0.59215686]
 [0.         0.         0.03529412 ... 0.61960784 0.6745098  0.65882353]
 [0.03921569 0.02745098 0.03529412 ... 0.67058824 0.65490196 0.70196078]
 ...
 [0.45490196 0.45098039 0.44313725 ... 0.49411765 0.40784314 0.44313725]
 [0.40784314 0.41960784 0.44313725 ... 0.44313725 0.45098039 0.47058824]
 [0.4745098  0.40392157 0.44313725 ... 0.38823529 0.39607843 0.39215686]]"
5267,LIDC-IDRI-0871-9,"[[0.03921569 0.05882353 0.05098039 ... 0.05882353 0.07058824 0.04705882]
 [0.11372549 0.07058824 0.06666667 ... 0.08627451 0.09803922 0.06666667]
 [0.08627451 0.07843137 0.10588235 ... 0.0627451  0.07843137 0.03137255]
 ...
 [0.4745098  0.54117647 0.63921569 ... 0.43137255 0.41176471 0.5372549 ]
 [0.51372549 0.41176471 0.4        ... 0.5254902  0.51372549 0.49411765]
 [0.41960784 0.43529412 0.51372549 ... 0.51372549 0.53333333 0.54901961]]"
5268,LIDC-IDRI-0871-10,"[[0.         0.03529412 0.02745098 ... 0.41176471 0.42352941 0.37254902]
 [0.05490196 0.         0.         ... 0.37647059 0.43137255 0.40392157]
 [0.01960784 0.07058824 0.0627451  ... 0.43921569 0.43137255 0.38823529]
 ...
 [0.07843137 0.05882353 0.02745098 ... 0.4        0.44313725 0.36862745]
 [0.1254902  0.09411765 0.08235294 ... 0.43137255 0.43137255 0.41176471]
 [0.04313725 0.08235294 0.08235294 ... 0.43921569 0.38823529 0.43137255]]"
5269,LIDC-IDRI-0871-11,"[[0.34509804 0.28627451 0.21960784 ... 0.09019608 0.17254902 0.2745098 ]
 [0.43921569 0.31764706 0.19607843 ... 0.17254902 0.23529412 0.31764706]
 [0.39215686 0.3372549  0.23529412 ... 0.1254902  0.2627451  0.29411765]
 ...
 [0.50588235 0.55294118 0.4745098  ... 0.42745098 0.45098039 0.46666667]
 [0.39215686 0.39607843 0.4745098  ... 0.44313725 0.44313725 0.43137255]
 [0.4745098  0.41176471 0.47058824 ... 0.49411765 0.46666667 0.45490196]]"
5270,LIDC-IDRI-0871-12,"[[0.0745098  0.05490196 0.03137255 ... 0.03529412 0.02745098 0.04313725]
 [0.08627451 0.05882353 0.09803922 ... 0.09803922 0.08235294 0.05490196]
 [0.01568627 0.02352941 0.05882353 ... 0.         0.03921569 0.03137255]
 ...
 [0.4745098  0.4627451  0.44313725 ... 0.44313725 0.46666667 0.43137255]
 [0.40784314 0.44313725 0.39607843 ... 0.50588235 0.44313725 0.45098039]
 [0.4        0.44313725 0.51372549 ... 0.51372549 0.51372549 0.48235294]]"
5271,LIDC-IDRI-0871-13,"[[0.03529412 0.05490196 0.06666667 ... 0.48235294 0.40784314 0.48235294]
 [0.08235294 0.02352941 0.08235294 ... 0.51372549 0.41960784 0.49803922]
 [0.         0.04313725 0.00392157 ... 0.4745098  0.45098039 0.51372549]
 ...
 [0.07058824 0.01960784 0.02745098 ... 0.18431373 0.42745098 0.48627451]
 [0.08627451 0.0627451  0.01960784 ... 0.16470588 0.44313725 0.5254902 ]
 [0.05490196 0.         0.03529412 ... 0.17254902 0.41176471 0.50588235]]"
5272,LIDC-IDRI-0871-14,"[[0.08235294 0.07058824 0.11372549 ... 0.58823529 0.48627451 0.49411765]
 [0.13333333 0.09803922 0.02352941 ... 0.54901961 0.56862745 0.56078431]
 [0.05882353 0.10588235 0.12156863 ... 0.53333333 0.59215686 0.52941176]
 ...
 [0.21960784 0.14117647 0.09803922 ... 0.08235294 0.04313725 0.0627451 ]
 [0.07843137 0.15686275 0.23137255 ... 0.05882353 0.10196078 0.07058824]
 [0.01960784 0.04705882 0.15294118 ... 0.07058824 0.06666667 0.04705882]]"
